Id,Release_Date,Title,Vote_Average,Original_Language,Genre
4374,2003-04-11,House of 1000 Corpses,6.2,en,Horror
4375,2008-08-15,Vicky Cristina Barcelona,6.8,en,"Drama, Romance"
4376,2003-08-15,The Medallion,5.6,en,"Thriller, Fantasy, Action, Comedy"
4377,2014-10-12,The Boss: Anatomy of a Crime,7.9,es,"Drama, Crime"
4378,2021-04-30,Daddy's Perfect Little Girl,6,en,"Drama, TV Movie"
4379,1998-03-12,The Man in the Iron Mask,6.6,en,"Adventure, Action, Drama"
4380,2017-06-01,Kill Switch,4.8,en,"Science Fiction, Action, Thriller"
4381,2020-11-04,The Superdeep,6.3,ru,"Horror, Science Fiction, Thriller"
4382,2016-10-14,Ozzy,6,es,"Animation, Family"
4383,2003-02-07,The Jungle Book 2,5.9,en,"Family, Animation, Adventure"
4384,2015-06-05,The Cokeville Miracle,7,en,"Mystery, Drama, History, Family, Thriller"
4385,2003-03-28,Bulletproof Monk,5.5,en,"Action, Comedy, Fantasy"
4386,2017-05-04,Covet: Island of Desire,4.5,ko,Romance
4387,2002-03-29,National Lampoon's Van Wilder,6,en,"Comedy, Romance"
4388,2007-04-28,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,6.5,ja,"Action, Animation"
4389,2004-06-16,Around the World in 80 Days,5.9,en,"Action, Adventure, Comedy"
4390,2005-02-25,Diary of a Mad Black Woman,6.5,en,"Comedy, Drama, Romance"
4391,1991-02-07,Operation Condor,7.4,cn,"Action, Adventure, Crime, Thriller"
4392,2013-12-06,47 Ronin,6.1,en,"Drama, Action, Adventure, Fantasy"
4393,2016-04-15,Barbershop: The Next Cut,6.3,en,"Comedy, Drama"
4394,2008-09-24,Open Season 2,5.8,en,"Adventure, Animation, Comedy, Family"
4395,2007-11-03,Sky of Love,7.9,ja,"Romance, Drama"
4396,2020-08-14,Project Power,6.6,en,"Action, Crime, Science Fiction"
4397,2018-07-25,Illang: The Wolf Brigade,6.4,ko,"Science Fiction, Action, Thriller, Drama"
4398,1997-08-19,G.I. Jane,6.4,en,"Action, Drama"
4399,2016-12-07,Pandora,7.5,ko,"Thriller, Drama, Action"
4400,2019-01-16,The Kid Who Would Be King,6.1,en,"Action, Adventure, Fantasy, Family"
4401,1995-05-10,A Little Princess,7.6,en,"Drama, Family, Fantasy"
4402,1994-08-03,Clear and Present Danger,6.6,en,"Action, Drama, Thriller"
4403,2019-04-05,Alien Warfare,4.1,en,"Action, Science Fiction, Thriller"
4404,1993-05-07,Dragon: The Bruce Lee Story,6.9,en,"Drama, History, Action"
4405,2008-03-14,Doomsday,5.9,en,"Action, Thriller, Science Fiction"
4406,2021-04-30,Four Good Days,7,en,Drama
4407,2019-11-21,Behind the Trees,5.6,en,"Horror, Thriller, Mystery"
4408,2014-09-05,Falcon Rising,6.2,en,"Adventure, Action"
4409,1978-06-27,Convoy,6.4,en,"Action, Comedy"
4410,1971-08-25,The Decameron,7,it,"History, Drama, Comedy"
4411,2019-05-16,The Silence,6,en,"Horror, Drama, Thriller, Fantasy"
4412,2013-10-25,The Counselor,5.2,en,"Thriller, Crime, Drama"
4413,2015-11-13,Heist,6.1,en,Action
4414,1989-03-31,Heathers,7.3,en,"Comedy, Crime"
4415,2019-05-03,Tolkien,7,en,"War, Drama, History, Romance"
4416,2016-08-11,Hell or High Water,7.3,en,"Western, Crime"
4417,1984-02-17,Footloose,6.6,en,"Drama, Romance"
4418,1996-06-10,The Cable Guy,5.9,en,"Comedy, Drama, Thriller"
4419,2000-12-22,Dracula 2000,5.1,en,"Thriller, Horror"
4420,2018-05-12,Asterix: The Secret of the Magic Potion,6.9,fr,"Family, Animation, Comedy, Adventure"
4421,2006-12-07,Charlotte's Web,6.2,en,"Comedy, Family, Fantasy"
4422,2013-02-08,I Give It a Year,5.5,en,"Comedy, Romance"
4423,2007-10-26,Trick 'r Treat,6.9,en,"Horror, Comedy"
4424,2013-09-13,The Family,6.4,en,"Crime, Comedy, Action"
4425,1996-07-24,A Time to Kill,7.4,en,"Crime, Drama, Thriller"
4426,2011-12-08,Catch.44,5.1,en,"Drama, Action, Thriller"
4427,1995-05-12,Crimson Tide,7.2,en,"War, Thriller, Action, Drama"
4428,2020-02-28,Mortal,6.5,en,"Action, Fantasy, Thriller"
4429,2018-08-16,Big Brother,7.7,zh,"Action, Drama, Comedy"
4430,1990-05-25,The Witches,6.9,en,"Adventure, Fantasy, Horror, Family"
4431,2004-12-22,Meet the Fockers,6.2,en,"Comedy, Romance"
4432,2022-03-09,Soy Libre,0,fr,Documentary
4433,2010-08-18,Vampires Suck,4.2,en,Comedy
4434,2021-11-12,Procession,6.1,en,Documentary
4435,2019-12-05,The Immortal,6.7,it,"Crime, Drama, Thriller"
4436,2006-06-24,I'll Always Know What You Did Last Summer,4.2,en,Horror
4437,2014-12-04,The Pyramid,5.2,en,Horror
4438,2016-11-18,Manchester by the Sea,7.5,en,Drama
4439,2018-10-13,The Haunted,6.7,en,"Horror, Thriller, Mystery"
4440,2019-05-23,The Poison Rose,4.5,en,"Thriller, Crime"
4441,2014-05-02,Walk of Shame,5.9,en,Comedy
4442,1993-01-15,Nowhere to Run,6.2,en,"Action, Drama, Thriller, Romance"
4443,1987-04-12,Escape from Sobibor,7.3,en,"Drama, Thriller, TV Movie, War"
4444,1979-08-14,Caligula,5.8,en,"Drama, History, Romance"
4445,2017-06-28,Tom and Jerry: Willy Wonka and the Chocolate Factory,6.8,en,"Family, Animation, Adventure, Comedy"
4446,2017-10-12,The Man Who Invented Christmas,6.8,en,"Drama, History, Comedy, Family"
4447,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,6.4,ja,"Adventure, Fantasy, Animation, Science Fiction, Family"
4448,2007-06-01,Knocked Up,6.2,en,"Comedy, Romance, Drama"
4449,2005-09-16,Venom,5.5,en,"Horror, Thriller"
4450,2022-03-09,Theo and the Metamorphosis,0,fr,Drama
4451,2018-08-09,BlacKkKlansman,7.6,en,"Comedy, Crime, Drama, History"
4452,2018-06-29,Tau,6.2,en,"Science Fiction, Thriller"
4453,2017-09-23,Brawl in Cell Block 99,7,en,"Action, Crime, Thriller"
4454,2009-07-21,G-Force,5.4,en,"Family, Fantasy, Action, Adventure, Comedy"
4455,2003-11-14,Looney Tunes: Back in Action,6.4,en,"Animation, Comedy, Family"
4456,2014-04-04,Alien Abduction,5.7,en,"Horror, Science Fiction, Thriller"
4457,2015-06-26,Absolutely Anything,5.8,en,"Comedy, Science Fiction"
4458,2013-03-03,Monster High: Scaris City of Frights,7.5,en,"Animation, Fantasy"
4459,2019-02-05,The Knight of Shadows: Between Yin and Yang,5.5,zh,"Action, Fantasy"
4460,1993-07-28,Robin Hood: Men in Tights,6.6,en,Comedy
4461,2011-11-03,Barbie: A Perfect Christmas,6.7,en,"Animation, Family"
4462,2017-10-12,6 Below: Miracle on the Mountain,5.8,en,"Thriller, Drama"
4463,2017-12-20,Promise at Dawn,7.4,fr,"Drama, Romance"
4464,2008-02-07,Fool's Gold,5.7,en,"Romance, Comedy, Adventure"
4465,2021-02-12,Judas and the Black Messiah,7.4,en,"Drama, History"
4466,2008-03-27,Superhero Movie,5.2,en,"Action, Comedy, Science Fiction"
4467,2014-08-27,The November Man,6.1,en,"Crime, Action, Thriller"
4468,2010-10-28,The Other Woman,6.2,en,Drama
4469,2019-03-05,The Hard Way,5.4,en,Action
4470,2022-03-09,A Guide to Love and Fighting Capitalism,0,fr,Documentary
4471,2021-07-16,Pig,6.7,en,"Drama, Thriller"
4472,2015-03-05,Unfinished Business,5.4,en,Comedy
4473,2018-10-04,Bad Times at the El Royale,6.8,en,"Thriller, Drama, Mystery, Crime"
4474,2020-11-26,Happiest Season,7.4,en,"Romance, Comedy"
4475,2005-02-04,The Wedding Date,6.8,en,"Comedy, Romance"
4476,2013-08-30,Afternoon Delight,5.8,en,"Comedy, Drama"
4477,1989-08-18,Casualties of War,7.1,en,"Drama, History, War"
4478,2014-06-19,The Anomaly,4.9,en,"Thriller, Action, Science Fiction"
4479,2002-03-04,The Time Machine,6.2,en,"Science Fiction, Adventure, Action"
4480,2019-12-29,S.W.A.T.,7.5,zh,"Action, Crime, Drama"
4481,2018-03-07,The Strangers: Prey at Night,5.6,en,"Horror, Thriller"
4482,2018-02-02,Winchester,5.9,en,"Horror, Thriller"
4483,2013-08-24,Hakuouki: Wild Dance of Kyoto,6.2,ja,"Action, Animation, Drama, Romance"
4484,1986-06-27,Labyrinth,7.3,en,"Adventure, Family, Fantasy"
4485,2003-12-12,Girl with a Pearl Earring,6.6,en,"Drama, Romance"
4486,2015-07-22,Assassination,7.4,ko,"Action, Drama"
4487,1981-05-27,Possession,7.3,fr,Horror
4488,2016-01-07,The Forest,5.2,en,"Horror, Thriller, Mystery"
4489,1998-11-06,The Waterboy,6,en,Comedy
4490,1997-06-13,Speed 2: Cruise Control,4.5,en,"Action, Adventure, Thriller"
4491,2005-01-27,Hide and Seek,6.4,en,"Horror, Mystery, Thriller"
4492,1984-09-19,Amadeus,8,en,"History, Music, Drama"
4493,1993-06-05,Ninja Scroll,7.7,ja,"Fantasy, Adventure, Animation"
4494,2013-09-06,Horns,6.3,en,"Drama, Fantasy, Thriller"
4495,2014-10-10,Cooties,5.9,en,"Comedy, Horror"
4496,2018-12-06,Revenger,5.3,ko,Action
4497,2011-11-25,Ben 10 Generator Rex Heroes United,6.5,en,"Action, Animation"
4498,1981-08-28,Body Heat,7.1,en,"Crime, Thriller, Romance"
4499,2009-01-30,The Uninvited,6.5,en,Horror
4500,2004-06-21,Scooby-Doo! and the Loch Ness Monster,7.4,en,"Family, Adventure, Animation, Comedy, Fantasy, Mystery"
4501,2014-09-24,Leviathan,7.4,ru,Drama
4502,2019-12-23,Ip Man: Kung Fu Master,7,zh,"Action, Drama"
4503,2014-01-07,Ride Along,6.2,en,"Action, Comedy"
4504,1994-12-21,Little Women,7.3,en,"Drama, Romance"
4505,1988-04-01,The Seventh Sign,6.1,en,"Horror, Fantasy"
4506,2015-10-03,Blackway,5.2,en,"Thriller, Mystery"
4507,2010-03-11,Remember Me,7.1,en,"Drama, Romance"
4508,2006-02-24,Madea's Family Reunion,6.3,en,"Drama, Comedy, Romance"
4509,1978-11-02,Day of the Woman,5.9,en,"Horror, Thriller"
4510,2018-12-14,Backtrace,5.4,en,Crime
4511,2005-12-22,Finally a clash! J?nin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,5.1,ja,"Animation, Action"
4512,2017-03-31,The Discovery,6.3,en,"Drama, Romance, Science Fiction, Thriller, Mystery"
4513,2010-03-11,She's Out of My League,6.3,en,"Comedy, Romance"
4514,1974-02-12,Herbie Rides Again,6.1,en,"Romance, Comedy, Family, Fantasy"
4515,1993-09-09,True Romance,7.5,en,"Action, Thriller, Crime, Romance"
4516,2017-09-15,Thelma,6.9,no,"Drama, Mystery, Thriller"
4517,2014-10-20,Zombeavers,4.9,en,"Horror, Action, Comedy"
4518,2001-08-17,American Outlaws,5.9,en,"Western, Action"
4519,2015-12-18,Sisters,6,en,Comedy
4520,1997-09-19,L.A. Confidential,7.8,en,"Crime, Drama, Mystery, Thriller"
4521,2003-07-21,Lara Croft: Tomb Raider - The Cradle of Life,5.7,en,"Action, Adventure, Fantasy, Thriller"
4522,2021-06-18,12 Mighty Orphans,7.8,en,"History, Drama"
4523,2002-02-06,Collateral Damage,5.7,en,"Action, Thriller, Drama"
4524,2013-08-01,Blue Jasmine,7,en,Drama
4525,1983-12-22,Project A,7.3,cn,"Action, Comedy, Adventure"
4526,2011-03-19,Toriko 3D Movie: Kaimaku! Gourmet Adventure!!,5.6,ja,"Animation, Action, Adventure"
4527,1996-10-18,Sleepers,7.6,en,"Crime, Drama, Thriller"
4528,2002-05-31,The Sum of All Fears,6.3,en,"Thriller, Action, Drama"
4529,2018-11-22,Second Act,6.4,en,"Romance, Comedy"
4530,2000-09-01,100 Girls,5.8,en,"Comedy, Drama, Romance"
4531,2001-06-15,Bully,6.7,en,"Crime, Drama"
4532,2013-08-24,Gatchaman,4.9,ja,"Action, Adventure, Science Fiction"
4533,2015-12-18,Extraction,4.6,en,"Action, Thriller"
4534,2019-07-11,Stuber,6.7,en,"Action, Comedy"
4535,2001-10-31,Wasabi,6.6,fr,"Drama, Action, Comedy"
4536,2022-03-12,BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING,0,ko,Music
4537,1988-11-23,They Live,7.3,en,"Science Fiction, Action"
4538,2003-07-19,Pokémon: Jirachi Wish Maker,6.5,ja,"Family, Action, Animation, Adventure, Fantasy, Science Fiction"
4539,1999-08-25,The Ninth Gate,6.4,en,"Mystery, Thriller"
4540,2020-03-10,Stargirl,7.6,en,"Comedy, Drama, Romance, Family"
4541,1964-01-18,A Fistful of Dollars,7.9,it,Western
4542,2015-03-21,Assassination Classroom,7.3,ja,"Action, Adventure, Comedy, Science Fiction"
4543,1980-07-02,Airplane!,7.3,en,Comedy
4544,2015-04-07,Always Watching: A Marble Hornets Story,5.1,en,Horror
4545,2001-10-02,Tremors 3: Back to Perfection,5.8,en,"Action, Comedy, Horror, Science Fiction, Thriller"
4546,2016-04-07,Before I Wake,6.4,en,"Drama, Fantasy, Horror, Thriller"
4547,2012-06-05,Zambezia,6,en,"Comedy, Animation, Adventure, Family"
4548,1988-06-03,Big,7.1,en,"Fantasy, Drama, Comedy, Romance, Family"
4549,1980-12-04,Superman II,6.7,en,"Science Fiction, Action, Adventure"
4550,2014-11-23,"10,000 Days",2.8,en,Science Fiction
4551,2000-02-29,An Extremely Goofy Movie,6.3,en,"Animation, Family, Comedy"
4552,2012-07-13,Pokémon the Movie: Kyurem vs. the Sword of Justice,6.3,ja,"Family, Animation, Action, Adventure, Fantasy, Science Fiction"
4553,2014-02-07,Vampire Academy,6.3,en,"Comedy, Action, Fantasy"
4554,2016-08-19,Imperium,6.4,en,"Crime, Drama, Thriller, Mystery"
4555,2017-06-08,Once Upon a Time in Venice,5.2,en,"Action, Comedy, Thriller, Mystery"
4556,2006-09-28,Robin-B-Hood,7,cn,"Drama, Action, Comedy"
4557,1996-03-08,Homeward Bound II: Lost in San Francisco,6.5,en,"Adventure, Comedy, Drama, Family"
4558,1951-09-18,A Streetcar Named Desire,7.7,en,Drama
4559,1998-10-02,What Dreams May Come,7.2,en,"Fantasy, Drama, Romance"
4560,1994-03-09,Four Weddings and a Funeral,6.8,en,"Comedy, Drama, Romance"
4561,1962-08-01,The 300 Spartans,6.3,en,"Action, Drama, History"
4562,2020-11-19,Riders of Justice,7.2,da,"Action, Comedy, Drama"
4563,2010-10-29,Troll Hunter,6.7,nb,"Fantasy, Horror"
4564,2008-04-18,Zombie Strippers!,4.8,en,"Comedy, Horror"
4565,2018-06-13,SuperFly,6.8,en,"Action, Crime"
4566,1997-07-25,Perfect Blue,8.3,ja,"Animation, Thriller"
4567,2003-10-09,Elf,6.7,en,"Comedy, Family, Fantasy"
4568,2016-11-23,Bad Santa 2,5.3,en,"Comedy, Crime, Drama, Mystery"
4569,2004-12-23,Inuyasha the Movie 4: Fire on the Mystic Island,7.7,ja,"Fantasy, Animation, Adventure"
4570,2007-01-23,The Invincible Iron Man,6.2,en,"Action, Adventure, Animation, Fantasy, Science Fiction"
4571,2022-03-04,Bergen,0,tr,Drama
4572,2008-07-12,Ghost in the Shell 2.0,7.5,ja,"Action, Animation, Science Fiction"
4573,1990-10-24,The NeverEnding Story II: The Next Chapter,5.7,en,"Drama, Family, Fantasy, Adventure"
4574,2008-11-08,Kung Fu Panda: Secrets of the Furious Five,6.7,en,"Animation, Family, Action"
4575,2010-10-20,Paranormal Activity 2,5.8,en,"Horror, Mystery"
4576,2021-07-15,Meskina,6.3,nl,"Comedy, Romance"
4577,1993-01-16,City Hunter,6.5,cn,"Action, Adventure, Comedy, Romance"
4578,2015-06-18,Paper Towns,6.1,en,"Mystery, Drama, Romance"
4579,2001-12-21,Jimmy Neutron: Boy Genius,5.9,en,"Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction"
4580,2017-02-10,Cook Up a Storm,7.5,cn,"Drama, Comedy"
4581,2016-06-18,The Secret Life of Pets,6.2,en,"Adventure, Comedy, Animation, Family"
4582,2014-08-13,The Giver,6.5,en,"Drama, Science Fiction"
4583,1999-01-10,Batman Beyond: The Movie,7.4,en,"Animation, Action, Family, Science Fiction, TV Movie"
4584,2019-02-13,Isn't It Romantic,6.2,en,"Comedy, Fantasy, Romance"
4585,2018-03-24,Batman Ninja,5.8,ja,"Animation, Action"
4586,1969-06-11,True Grit,7.5,en,Western
4587,2009-10-03,Tales of Vesperia: The First Strike,6.3,ja,"Animation, Action, Adventure, Fantasy"
4588,2015-10-19,"Monster High: Boo York, Boo York",7.6,en,"Animation, Family, Music"
4589,2005-09-16,Just Like Heaven,6.9,en,"Fantasy, Romance, Drama, Comedy"
4590,1999-08-13,The 13th Warrior,6.6,en,"Adventure, History, Action"
4591,2015-01-21,Mortdecai,5.5,en,"Comedy, Adventure"
4592,2007-03-04,The Dukes of Hazzard: The Beginning,6.2,en,"Action, Adventure, Comedy, TV Movie"
4593,1995-04-07,A Goofy Movie,6.9,en,"Romance, Animation, Family, Comedy, Adventure"
4594,2008-07-25,"Angus, Thongs and Perfect Snogging",6.4,en,"Comedy, Drama, Family, Romance"
4595,2015-04-24,Just Before I Go,6.5,en,"Comedy, Drama, Romance"
4596,2011-11-10,Immortals,5.9,en,"Fantasy, Action, Drama"
4597,2019-06-07,I Am Mother,6.7,en,"Science Fiction, Thriller"
4598,1984-06-29,Conan the Destroyer,6.1,en,"Adventure, Fantasy, Action"
4599,2006-09-14,Black Book,7.5,nl,"Drama, Thriller, War"
4600,2014-12-31,A Most Violent Year,6.6,en,"Crime, Drama, Thriller"
4601,2004-02-09,The Machinist,7.5,en,"Thriller, Drama"
4602,2012-11-29,A Dark Truth,5.6,en,"Action, Thriller"
4603,2020-10-23,Borat Subsequent Moviefilm,6.5,en,Comedy
4604,1968-12-04,Where Eagles Dare,7.6,en,"Action, Adventure, War"
4605,1975-07-11,The School Teacher,5.2,it,Comedy
4606,1989-08-25,Little Monsters,5.8,en,"Adventure, Fantasy, Comedy, Family"
4607,2017-07-08,Mary and The Witch's Flower,7.1,ja,"Fantasy, Adventure, Animation"
4608,1981-03-14,Mobile Suit Gundam I,6.8,ja,"Animation, Science Fiction, Action, Adventure, Drama, War"
4609,2014-05-08,Legends of Oz: Dorothy's Return,6.1,en,"Animation, Family, Fantasy"
4610,2011-02-05,Return to Jurassic Park,6.8,en,"Documentary, Action, Adventure, Thriller"
4611,2009-10-16,Afro Samurai: Resurrection,6.9,en,"Animation, Action"
4612,2016-10-04,Barbie & Her Sisters in a Puppy Chase,6.9,en,"Family, Animation"
4613,1967-12-21,The Graduate,7.7,en,"Comedy, Drama"
4614,2015-01-23,The Boy Next Door,4.8,en,Thriller
4615,2005-07-29,Sympathy for Lady Vengeance,7.5,ko,"Drama, Thriller"
4616,2016-04-13,Ratchet & Clank,5.8,en,"Action, Adventure, Animation, Family"
4617,1961-10-06,Breakfast at Tiffany's,7.7,en,"Comedy, Romance"
4618,1998-10-16,Practical Magic,6.7,en,"Romance, Comedy, Fantasy"
4619,2016-07-29,Good Kids,6.4,en,Comedy
4620,1995-07-18,Babe,6.2,en,"Fantasy, Drama, Comedy, Family"
4621,1993-05-26,Menace II Society,7.5,en,"Drama, Crime"
4622,2013-11-29,Hours,6.7,en,"Drama, Thriller"
4623,2006-06-16,Wendy Wu: Homecoming Warrior,6.1,en,"Family, Action, Adventure, TV Movie"
4624,2013-07-18,Khumba,6,en,"Animation, Adventure, Family"
4625,2016-01-20,Jarhead 3: The Siege,6.4,en,"War, Action, Drama"
4626,2007-11-08,Italian Spiderman,7.1,it,"Comedy, Action"
4627,2018-06-29,Animal World,7.3,zh,"Drama, Action, Adventure, Thriller, Mystery, Fantasy"
4628,1992-10-01,Tom and Jerry: The Movie,6.3,en,"Family, Animation, Comedy"
4629,2002-12-20,The Wild Thornberrys Movie,6.5,en,"Animation, Adventure, Family"
4630,1988-04-14,The Dead Pool,6.3,en,"Action, Crime, Thriller"
4631,2004-11-12,After the Sunset,6.1,en,"Action, Comedy, Crime, Drama"
4632,2020-11-13,Echo Boomers,5.7,en,"Crime, Drama, Action"
4633,2014-04-20,In Your Eyes,7.2,en,"Drama, Science Fiction, Romance"
4634,2021-06-10,There's Something About Mario,5.8,pt,Comedy
4635,2017-09-21,Mater,6.2,es,Drama
4636,2015-08-07,Extinction,6.2,en,"Drama, Horror, Science Fiction"
4637,1994-12-23,Street Fighter,4.5,en,"Action, Adventure, Thriller, Drama, Science Fiction"
4638,2013-06-14,Stuck in Love,7.4,en,"Drama, Comedy"
4639,2013-02-13,Beautiful Creatures,6,en,"Fantasy, Drama, Romance"
4640,2013-12-18,Anchorman 2: The Legend Continues,6.1,en,Comedy
4641,2017-07-27,Mother's Job,4.7,ko,"Romance, Drama"
4642,2017-10-20,1922,5.9,en,"Horror, Crime, Drama, History"
4643,2017-03-10,Tangled: Before Ever After,6.8,en,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie"
4644,2003-02-28,Cradle 2 the Grave,6.1,en,"Action, Crime, Drama"
4645,2015-02-05,Mune: Guardian of the Moon,7.3,fr,"Animation, Family, Adventure, Fantasy, Comedy"
4646,2010-07-13,How to Make Love to a Woman,4.4,en,"Comedy, Romance"
4647,2005-11-18,Melissa P.,4.3,it,Drama
4648,1979-02-09,The Warriors,7.7,en,"Action, Thriller"
4649,2018-01-21,I Kill Giants,6.2,en,"Fantasy, Drama"
4650,1959-12-15,Journey to the Center of the Earth,7,en,"Adventure, Fantasy, Family"
4651,2015-01-16,Vice,4.4,en,"Thriller, Science Fiction, Action, Adventure"
4652,2010-08-03,A Turtle's Tale: Sammy's Adventures,5.9,en,"Animation, Family"
4653,1983-10-19,The Key,5.9,it,"Drama, Romance"
4654,2016-10-21,The Legend of the Chupacabras,7.2,es,"Animation, Action, Adventure, Fantasy, Horror"
4655,2008-12-25,Valkyrie,6.9,en,"Drama, Thriller, History, War"
4656,2013-12-06,Ice Soldiers,5.3,en,"Action, Science Fiction"
4657,2004-07-16,Killing Cabos,7.9,es,"Comedy, Action, Crime"
4658,2017-07-11,The Saint,5.3,en,"Action, Adventure, Crime"
4659,2009-08-20,World's Greatest Dad,6.5,en,"Comedy, Romance, Drama"
4660,2010-07-10,Pokémon: Zoroark - Master of Illusions,6.6,ja,"Family, Animation, Adventure, Fantasy"
4661,2013-04-08,Paranormal Movie,4.1,en,Comedy
4662,2009-11-08,"Ed, Edd n Eddy's Big Picture Show",7.2,en,"Comedy, Animation, Adventure, TV Movie"
4663,2005-08-12,Rosario Tijeras,6.1,es,"Crime, Romance, Drama"
4664,2012-09-20,End of Watch,7.3,en,"Crime, Drama, Thriller"
4665,2011-05-13,Bridesmaids,6.5,en,"Comedy, Romance"
4666,2018-01-31,Psychokinesis,6.2,ko,"Fantasy, Action"
4667,2006-02-24,Lucky Number Slevin,7.5,en,"Drama, Thriller, Crime, Mystery"
4668,2004-08-04,Collateral,7.2,en,"Drama, Crime, Thriller"
4669,2019-09-12,The Goldfinch,7.2,en,Drama
4670,2018-12-07,Mary Queen of Scots,6.6,en,"Drama, History"
4671,2017-09-23,Ravenous,5.9,fr,"Horror, Drama, Science Fiction"
4672,2017-11-23,Hey Arnold! The Jungle Movie,7.6,en,"Family, Comedy, Animation, Adventure"
4673,2018-09-06,Outlaw King,6.8,en,"Action, History, Drama, War"
4674,2019-05-02,"Extremely Wicked, Shockingly Evil and Vile",7,en,Crime
4675,2021-06-04,Gully,4.7,en,"Drama, Crime"
4676,1986-05-02,"No Retreat, No Surrender",6.2,en,Action
4677,1995-09-06,Fallen Angels,7.7,cn,"Action, Romance, Crime"
4678,2007-07-19,Hairspray,6.7,en,"Comedy, Romance, Drama"
4679,1957-10-11,The Bridge on the River Kwai,7.8,en,"Drama, History, War"
4680,1984-11-30,Beverly Hills Cop,7.2,en,"Action, Comedy, Crime"
4681,2020-07-23,Bigfoot Family,7.1,en,"Animation, Adventure, Family"
4682,2013-09-23,Filth,6.9,en,"Crime, Drama, Comedy"
4683,2021-01-01,COVID-21: Lethal Virus,5.5,en,"Science Fiction, Thriller, Horror"
4684,2005-08-05,The Dukes of Hazzard,5.5,en,"Comedy, Adventure, Action"
4685,2004-05-25,Cruel Intentions 3,4.7,en,Drama
4686,2014-07-01,Deliver Us from Evil,6.2,en,"Thriller, Crime, Horror"
4687,1995-12-22,Cutthroat Island,5.7,en,"Action, Adventure"
4688,1994-02-11,Blank Check,5.8,en,"Comedy, Family"
4689,1967-04-13,Casino Royale,5.4,en,"Adventure, Action, Comedy"
4690,2019-09-07,Color Out of Space,6,en,"Mystery, Science Fiction, Horror, Thriller"
4691,2021-03-18,Deadly Illusions,5,en,"Thriller, Drama"
4692,2018-10-25,Replicas,6.1,en,"Science Fiction, Thriller"
4693,1946-12-26,Great Expectations,7.3,en,"Romance, Drama"
